response_id,response_tabled,classification,query,best_candidate_id,best_candidate_tabled,best_candidate_title,score_normalised,verdict,note
6161,2024-05-23,proforma_closure,Interim report: The impact of mining coal seam gas on the management of the Murray-Darling Basin,5154,2024-02-27,Report no. 103 - Murray-Darling Basin Plan: Implementation review 2023 [19 December 2023],0.30,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6162,2024-05-23,proforma_closure,Water Legislation Amendment (Inspector-General of Water Compliance and Other Measures) Act 2021,1506,2023-03-21,Advisory Report on the Inspector-General of Intelligence and Security and Other Legislation Amendment (Modernisation) Bill 2022,0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6163,2024-05-23,proforma_closure,Inquiry into Australia’s Future in Research and Innovation,1382,2023-03-17,5-year Productivity Inquiry: Innovation for the 98% Inquiry report – volume 5 [Report no. 100 - 7 February 2023],0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6164,2024-05-23,proforma_closure,Report 189 - Capital Increase WBG IBRD; Capital Increase WBG IFC; Amendments CMS; Termination IPPA-Indonesia,,,,0.00,no candidate,the search returns no committee document tabled before the response
6209,2024-05-28,proforma_closure,Living With Fruit Bats,1729,2023-05-03,Select Committee on the Cost of Living: Interim report [May 2023],0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6210,2024-05-28,proforma_closure,Making Every Drop Count,1700,2023-03-31,Inquiry into international armed conflict decision making [March 2023],0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6211,2024-05-28,proforma_closure,Report on the inquiry into impediments to business investment,567,2022-10-25,Australian Trade and Investment Commission Annual Report 2021-22,0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6226,2024-05-30,proforma_closure,Smart ICT: Report on the inquiry into the role of smart ICT in the design and planning of infrastructure,12103,2023-11-30,"Sovereign, smart, sustainable: Driving advanced manufacturing in Australia",0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6227,2024-06-25,proforma_closure,"Economic, social and environmental sustainability in the Indian Ocean Territories",,,,0.00,no candidate,the search returns no committee document tabled before the response
6228,2024-05-30,proforma_closure,Pride of Place – Inquiry into the future of Regional Australia,6186,2024-05-24,Bank closures in regional Australia: Protecting the future of regional banking,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6229,2024-06-25,proforma_closure,Availability and access to enabling communications infrastructure in Australia’s external territories,3451,2023-09-29,Enabling autonomy and access [Final report - volume 6],0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6235,2024-06-07,proforma_closure,"Inquiry into the indictors of, and impact of, regional inequality in Australia",6186,2024-05-24,Bank closures in regional Australia: Protecting the future of regional banking,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6236,2024-06-07,proforma_closure,"Toll Roads: issues of building, financing and charging",764,2022-11-17,Australian Building and Construction Commission Annual Report 2021–22,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6237,2024-06-07,proforma_closure,The use and manufacture of electric vehicles in Australia,,,,0.00,no candidate,the search returns no committee document tabled before the response
6238,2024-05-31,substantive,Fair Work Legislation Amendment (Closing Loopholes No.2) Bill 2023 [Provisions],4795,2024-02-01,Fair Work Legislation Amendment (Closing Loopholes No. 2) Bill 2023 [Provisions] [February 2024],1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
6239,2024-06-07,proforma_closure,The administration and expenditure of funding under the Urban Congestion Fund,735,2022-11-16,Emergency Response Fund Amendment (Disaster Ready Fund) Bill 2022 [Provisions],0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6240,2024-06-25,proforma_closure,Expanding the membership of the Comprehensive and Progressive Trans-Pacific Partnership,5459,2024-03-21,Advisory Report on the National Security Legislation Amendment (Comprehensive Review and Other Measures No. 3) Bill 2023 [March 2024],0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6241,2024-06-25,proforma_closure,"One Region, One Family, One Future: Deepening relations with the Pacific nations through trade",3454,2023-09-29,First Nations people with disability [Final report - volume 9],0.18,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6242,2024-06-07,proforma_closure,Australia’s declarations made under certain international laws,5066,2002-10-23,Report on a Certain Maritime Incident,0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6243,2024-06-07,proforma_closure,Inquiry into opportunities for strengthening Australia’s relations with the Republic of France,5719,2024-05-01,Strengthening Australia's approach to trade negotiations [April 2024],0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6246,2024-06-07,proforma_closure,Air Services Amendment Bill 2018,575,2022-10-25,International Air Services Commission Annual Report 2021-22,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6247,2024-06-07,proforma_closure,Australia’s general aviation industry,,,,0.00,no candidate,the search returns no committee document tabled before the response
6248,2024-06-07,proforma_closure,Future role and contribution of regional capitals to Australia,6186,2024-05-24,Bank closures in regional Australia: Protecting the future of regional banking,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6249,2024-06-07,proforma_closure,"The policy, regulatory, taxation, administrative and funding priorities for Australian shipping",5260,2024-02-28,Inquiry into the Administrative Review Tribunal Bill 2023 and the Administrative Review Tribunal (Consequential and Transitional Provisions No.1) Bill 2023,0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6250,2024-06-07,proforma_closure,"The future of Australia’s aviation sector, in the context of COVID-19 and conditions post pandemic",5660,2024-04-19,COVID-19 Royal Commission [April 2024],0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6404,2024-06-20,proforma_closure,An inquiry into the establishment of a fund to support rural and manufacturing industries,850,2022-11-23,National Rural Health Commissioner Annual Report for 2021-22,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6406,2024-06-20,proforma_closure,COAG Legislation Amendment Bill 2021,5332,2024-03-14,COAG Legislation Amendment Bill 2023 [Provisions],0.50,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6407,2024-06-20,proforma_closure,Plebiscite for an Australian Republic Bill 2008,2527,2023-06-15,Report 209: Treaty on Extradition between Australia and the Czech Republic [June 2023],0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6408,2024-06-20,proforma_closure,Compliance by former Ministers of State with the requirements of the Prime Minister’s Statement of Ministerial Standards,,,,0.00,no candidate,the search returns no committee document tabled before the response
6409,2024-06-20,proforma_closure,Staff employed under the Members of Parliament (Staff) Act 1984,5155,2024-02-15,Report concerning the registration and declaration on Members' interests during 2023 [February 2024],0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6410,2024-06-20,proforma_closure,A claim of public interest immunity raised over documents,2564,2023-06-20,Australian Securities and Investments Commission investigation and enforcement - Interim Report: Public interest immunity claims [June 2023],0.30,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6411,2024-06-20,proforma_closure,The road to a republic,11348,2022-07-27,Driving reform: Final report for the inquiry into road safety [March 2022],0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6415,2024-06-20,proforma_closure,2nd Report of 2020 – Referrals made November 2019 and February 2020,11342,2022-08-04,"Report 492: Governance in the stewardship of public resources: Inquiry into Auditor-General’s reports 11, 31 and 39 (2019-20) and 2 and 9 (2020-21)",0.22,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6416,2024-06-20,proforma_closure,Policy and process to limit and reduce red tape,6414,2024-06-20,National cultural policy [Progress Report],0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6418,2024-06-20,proforma_closure,Australia’s oil and gas reserves,1505,2023-04-13,Oil and gas exploration in the Beetaloo Basin - Progress report,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6419,2024-06-20,proforma_closure,Interim Report,3421,2023-09-14,Australia’s Disaster Resilience interim report [September 2023],0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6458,2024-06-24,proforma_closure,Keep it in the regions: mining and resources industry support for businesses in regional economies,,,,0.00,no candidate,the search returns no committee document tabled before the response
6633,2024-08-13,proforma_closure,Treasury Laws Amendment (Cyclone and Flood Damage Reinsurance Pool) Bill 2022 [Provisions],1645,2023-03-30,Inquiry into the Cyclone Reinsurance Pool First report [March 2023],0.50,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6634,2024-08-13,proforma_closure,"Financial Accountability Regime Bill 2021 [Provisions], Financial Sector Reform (Hayne Royal Commission Response No.3) Bill 2021 [Provisions], Financial Services Compensation Scheme of Last Resort Levy Bill 2021 [Provisions], and Financial Services Compensation Scheme of Last Resort Levy (Collection) Bill 2021 [Provisions]",520,2022-10-24,"Financial Accountability Regime Bill 2022 [Provisions], Financial Sector Reform Bill 2022 [Provisions], Financial Services Compensation Scheme of Last Resort Levy Bill 2022 [Provisions] and Financial Services Compensation Scheme of Last Resort Levy (Collection) Bill 2022 [Provisions]",0.75,below the bar,a candidate exists but the titles differ by more than a bracketed date
6635,2024-08-13,proforma_closure,Sterling Income Trust,2582,2023-06-21,PwC: A Calculated Breach of Trust [June 2023],0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6636,2024-08-13,proforma_closure,Corporations Amendment (Improving Outcomes for Litigation Funding Participants) Bill 2021,5852,2024-05-09,"Improving consumer experiences, choice, and outcomes in Australia’s retirement system [Interim report]",0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6637,2024-08-13,proforma_closure,Offshore Petroleum (Laminaria and Corallina Decommissioning Cost Recovery Levy) Bill 2021 [Provisions] and Treasury Laws Amendment (Laminaria and Corallina Decommissioning Cost Recovery Levy) Bill 2021 [Provisions],5498,2024-03-22,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Safety and Other Measures) Bill 2024 [Provisions],0.22,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6639,2024-08-13,proforma_closure,Australian Business Growth Fund Bill 2019 [Provisions],1681,2023-03-30,Housing Australia Future Fund Bill 2023 [Provisions] and related bills,0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6640,2024-08-13,proforma_closure,Treasury Laws Amendment (News Media and Digital Platforms Mandatory Bargaining Code) Bill 2020,4357,2023-11-30,Influence of international digital platforms [November 2023],0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6641,2024-08-13,proforma_closure,Foreign Investment Reform (Protecting Australia's National Security) Bill 2020 [Provisions] and Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2020 [Provisions],2327,2023-06-06,Social Security (Administration) Amendment (Income Management Reform) Bill 2023 [Provisions] [June 2023],0.18,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6642,2024-08-13,proforma_closure,Treasury Laws Amendment (Self Managed Superannuation Funds) Bill 2020,5866,2024-05-10,Treasury Laws Amendment (Better Targeted Superannuation Concessions and Other Measures) Bill 2023 [Provisions] and Superannuation (Better Targeted Superannuation Concessions) Imposition Bill 2023 [Provisions] [May 2024],0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6643,2024-08-13,proforma_closure,Treasury Laws Amendment (Research and Development Tax Incentive) Bill 2019 [Provisions],5867,2024-05-10,Treasury Laws Amendment (Tax Accountability and Fairness) Bill 2023 [Provisions] [May 2024],0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6644,2024-08-13,proforma_closure,National Consumer Credit Protection Amendment (Small Amount Credit Contract and Consumer Lease Reforms) Bill 2019 (No. 2),5361,2024-03-15,Competition and Consumer Amendment (Fair Go for Consumers and Small Business) Bill 2024 [Provisions] [March 2024],0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6646,2024-08-13,proforma_closure,Performance of the Inspector-General of Taxation,1725,2023-04-28,Inspector-General of Aged Care Bill 2023 [Provisions] and Inspector-General of Aged Care (Consequential and Transitional Provisions) Bill 2023 [Provisions] [April 2023],0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6647,2024-08-13,proforma_closure,Competition and Consumer Amendment (Prevention of Exploitation of Indigenous Cultural Expressions) Bill 2019,5361,2024-03-15,Competition and Consumer Amendment (Fair Go for Consumers and Small Business) Bill 2024 [Provisions] [March 2024],0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6648,2024-08-13,proforma_closure,Currency (Restrictions on the Use of Cash) Bill 2019 [Provisions],,,,0.00,no candidate,the search returns no committee document tabled before the response
6649,2024-08-13,proforma_closure,Resolution of disputes with financial service providers within the justice system,1211,2023-03-06,Parliamentary Service Commissioner Report 2021-22 Incorporating the report of the Parliamentary Workplace Support Service and the report of the Parliamentary Service Merit Protection Commissioner,0.11,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6650,2024-08-13,proforma_closure,Credit and hardship: report of the Senate inquiry into credit and financial products targeted at Australians at risk of financial hardship,2631,2023-06-29,Report 497: Inquiry into Commonwealth Financial Statements 2021–22 [June 2023],0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6651,2024-08-13,proforma_closure,"Regulatory framework for the protection of consumers in the banking, insurance and financial services sector",4586,2023-12-20,Select Committee on the Perth Mint and Commonwealth Regulatory Compliance interim report - December 2023,0.11,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6652,2024-08-13,proforma_closure,National Consumer Credit Protection Amendment (Mandatory Comprehensive Credit Reporting) Bill 2018 [Provisions],5459,2024-03-21,Advisory Report on the National Security Legislation Amendment (Comprehensive Review and Other Measures No. 3) Bill 2023 [March 2024],0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6653,2024-08-13,proforma_closure,"Corporate tax avoidance - Part III: Much heat, little light so far",189,2022-08-25,Australian Sports Commission—Corporate plan 2022-26,0.10,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6654,2024-08-13,proforma_closure,Treasury Laws Amendment (Reducing Pressure on Housing Affordability Measures (No.2) Bill 2018 [Provisions] and Foreign Acquisitions and Takeovers Fees Imposition Amendment (Near-new Dwelling Interests) Bill 2018 [Provisions],3935,2023-10-24,"Housing Australia Future Fund Bill 2023 [No. 2] [Provisions], National Housing Supply and Affordability Council Bill 2023 [No. 2] [Provisions] and Treasury Laws Amendment (Housing Measures No. 1) Bill 2023 [No. 2] [Provisions] 24 October 2023]",0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6656,2024-08-13,proforma_closure,Superbad - Wage theft and non-compliance of the Superannuation Guarantee,5866,2024-05-10,Treasury Laws Amendment (Better Targeted Superannuation Concessions and Other Measures) Bill 2023 [Provisions] and Superannuation (Better Targeted Superannuation Concessions) Imposition Bill 2023 [Provisions] [May 2024],0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6657,2024-08-13,proforma_closure,"Effect of red tape on the sale, supply and taxation of alcohol — Interim report",3649,2023-10-12,Higher Education Support Amendment (Response to the Australian Universities Accord Interim Report) Bill 2023 [Provisions] [Dissenting report],0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6658,2024-08-13,proforma_closure,Superannuation (Objective) Bill 2016 [Provisions],5572,2024-03-28,Superannuation (Objective) Bill 2023 [Provisions],0.67,below the bar,a candidate exists but the titles differ by more than a bracketed date
6659,2024-08-13,proforma_closure,Corporate tax avoidance—Part II: Gaming the system,,,,0.00,no candidate,the search returns no committee document tabled before the response
6660,2024-08-13,proforma_closure,Corporate tax avoidance: Part I – You cannot tax what you cannot see,,,,0.00,no candidate,the search returns no committee document tabled before the response
6661,2024-08-13,proforma_closure,COAG Reform Fund Amendment (No Electric Vehicle Taxes) Bill 2020,5332,2024-03-14,COAG Legislation Amendment Bill 2023 [Provisions],0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6662,2024-08-13,proforma_closure,Corporations Amendment (Improving Outcomes for Litigation Funding Participants) Bill 2021,5852,2024-05-09,"Improving consumer experiences, choice, and outcomes in Australia’s retirement system [Interim report]",0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6663,2024-08-13,proforma_closure,Regulation of Auditing in Australia: Final Report,11384,2023-11-30,Rebuilding employment services: Final report on Workforce Australia Employment Services [November 2023],0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6664,2024-08-13,proforma_closure,Regulation of auditing in Australia – Interim Report,3421,2023-09-14,Australia’s Disaster Resilience interim report [September 2023],0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6665,2024-08-13,proforma_closure,Report on the 2017-2018 annual reports of bodies established under the ASIC Act,2836,2023-07-11,Report on the 2021-2022 annual reports of bodies established under the ASIC Act,0.71,below the bar,a candidate exists but the titles differ by more than a bracketed date
6666,2024-08-13,proforma_closure,"Statutory Oversight of the Australian Securities and Investments Commission, the Takeovers Panel and the Corporations Legislation: Report No. 1 of the 45th Parliament",2835,2023-07-10,"Statutory inquiry into ASIC, the Takeovers Panel, and the corporations legislation: ASIC Licence transfers [Interim - July 2023]",0.40,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6667,2024-08-13,proforma_closure,Options for greater involvement by private sector life insurers in worker rehabilitation,4375,2023-12-04,Report to the Australian Senate on anti-competitive and other practices by health insurers and providers in relation to private health insurance for the period 1 July 2022 to 30 June 2023,0.13,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6668,2024-08-13,proforma_closure,Life Insurance Industry,,,,0.00,no candidate,the search returns no committee document tabled before the response
6669,2024-08-13,proforma_closure,Impairment of Customer Loans,2045,2023-05-10,Education and Other Legislation Amendment (Abolishing Indexation and Raising the Minimum Repayment Income for Education and Training Loans) Bill 2022 [additional information],0.08,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6670,2024-08-13,proforma_closure,The Prudential Regulation of Investment in Australia's Export Industries,567,2022-10-25,Australian Trade and Investment Commission Annual Report 2021-22,0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6715,2024-07-04,proforma_closure,Inquiry into the implications of common ownership and capital concentration in Australia,5996,2024-06-25,A Capital for All Australians Report of the inquiry into fostering and promoting the significance of Australia's National Capital [May 2024],0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6716,2024-07-04,proforma_closure,Report on the inquiry into the implications of removing refundable franking credits,5114,2024-02-06,"Inquiry into the implications of severe weather events on the national regional, rural, and remote road network",0.10,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6717,2024-07-04,proforma_closure,Review of the Four Major Banks (Third Report),1344,2023-03-08,Review of the 2022 relisting of four organisations as terrorist organisations under the Criminal Code [February 2023],0.22,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6718,2024-07-04,proforma_closure,Owning a Share of Your Work: Tax Treatment of Employee Share Schemes,3806,2023-10-18,Fair Work Commission Annual Report 2022-23,0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6719,2024-07-04,proforma_closure,2018-19 Commissioner of Taxation Annual Report,3822,2023-10-18,Office of the Australian Information Commissioner Annual Report 2022-23,0.40,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6720,2024-07-04,proforma_closure,The Development of the Australian Corporate Bond Market: A Way Forward,189,2022-08-25,Australian Sports Commission—Corporate plan 2022-26,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6721,2024-07-04,proforma_closure,"2017 Annual Report of the Australian Taxation Office: Fairness, functions and frameworks - performance review",452,2022-10-19,Office of the Australian Information Commissioner Annual Report 2021-22,0.22,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6722,2024-07-04,proforma_closure,The Australian Dream - Inquiry into housing affordability and supply in Australia,,,,0.00,no candidate,the search returns no committee document tabled before the response
6723,2024-07-04,substantive,"Your Future Planning, Rebuilding Employment Services",11384,2023-11-30,Rebuilding employment services: Final report on Workforce Australia Employment Services [November 2023],0.50,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6754,2024-07-11,proforma_closure,Vaccine Related Fraud and Security Risks,3459,2023-10-04,"Appropriations, Staffing and Security Committee annual report 2022–23 [October 2023]",0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
6932,2024-08-09,proforma_closure,Media Diversity in Australia,5715,2024-04-30,Murdoch Media Inquiry Bill 2023 [Progress report],0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
7094,2024-08-20,substantive,Eighty Seventh Annual Report,5549,2024-05-14,Eighty Seventh Annual Report (2023),1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
7543,2024-10-03,proforma_closure,"Inquiry into the purpose, intent and adequacy of the Disability Support Pension",1182,2023-03-01,"Inquiry into community safety, support services and job opportunities in the Northern Territory [February 2023]",0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
7566,2024-10-03,proforma_closure,Hospital funding cuts: the perfect storm: The demolition of Federal-State health relations 2014-2016,3730,2023-11-07,Election Funding and Disclosure Report - Federal Election 2022,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
7591,2024-10-03,proforma_closure,Mental health: A consensus for action,833,2022-11-21,National Mental Health Commission Annual Report 2021-22,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
7592,2024-10-03,proforma_closure,Big health data: Australia's big potential,706,2022-11-03,Office of the National Data Commissioner Annual Report 2021-22,0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
7595,2024-10-03,substantive,Opportunities for advancing Australia’s strategic interests through existing regional architecture,5155,2024-02-15,Report concerning the registration and declaration on Members' interests during 2023 [February 2024],0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
7643,2024-10-11,substantive,Impact of changes to service delivery models on the administration and running of Government programs,11289,2023-05-11,"Appropriations and Administration Report No. 26: Budget estimates 2023-24—Report, May 2023",0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
8251,2024-11-14,proforma_closure,"Provision of general practitioner and related primary health services to outer metropolitan, rural and regional Australians - Interim Report",14,2022-06-20,"Provision of general practitioner and related primary health services to outer metropolitan, rural, and regional Australians",0.92,confirmed by hand,the response says Interim Report and the committee's title carries no stage word; probable but not established without the committee's own page
8252,2024-11-14,proforma_closure,COVID-19: First Interim Report,5660,2024-04-19,COVID-19 Royal Commission [April 2024],0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
8253,2024-11-14,proforma_closure,COVID-19: Final Report,5660,2024-04-19,COVID-19 Royal Commission [April 2024],0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
8363,2024-11-20,substantive,AUSTRALIAN RESEARCH COUNCIL AMENDMENT (ENSURING RESEARCH INDEPENDENCE) BILL 2018,,,,0.00,no candidate,the search returns no committee document tabled before the response
8364,2024-11-26,substantive,Project known as the Iron Boomerang,3061,2023-08-10,Project known as the Iron Boomerang [August 2023],1.00,confirmed,"one candidate, exact after normalising a trailing bracketed date; committee and date order both agree"
8557,2024-12-05,substantive,Funding for public research into foreign policy issues,3050,2023-08-09,Report 498: ‘Commitment issues’ - an inquiry into Commonwealth procurement [August 2023],0.17,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
8583,2024-12-05,substantive,"Effective Approaches To Prevention, Diagnosis And Support For Fetal Alcohol Spectrum Disorder",6058,2024-05-17,"Equitable access to diagnosis and treatment for individuals with rare and less common cancers, including neuroendocrine cancer",0.08,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
9041,2025-01-23,proforma_closure,2019-2020 annual reports of bodies established under the ASIC Act,2836,2023-07-11,Report on the 2021-2022 annual reports of bodies established under the ASIC Act,0.71,below the bar,a candidate exists but the titles differ by more than a bracketed date
9189,2025-02-04,substantive,Inquiry into the Export Control Amendment (Ending Live Sheep Exports by Sea) Bill 2024,6483,2024-06-24,Standing Committee on Agriculture—Advisory Report: Export Control Amendment (Ending Live Sheep Exports by  Sea) Bill 2024,0.73,below the bar,a candidate exists but the titles differ by more than a bracketed date
9714,2025-03-06,substantive,Conduct of the 2022 federal election and other matters – Final Report,4324,2023-11-29,Conduct of the 2022 federal election and other matters [November 2023],0.83,confirmed by hand,"the final report is titled by date, not by the word final; the interim is labelled interim, so the candidate is the final one"
12106,2023-11-30,substantive,Don't take it as read: Inquiry into adult literacy and its importance,,,,0.00,no candidate,the search returns no committee document tabled before the response
12138,2023-11-16,substantive,Inquiry into the Register of Environmental Organisations,468,2022-10-20,Fair Work Ombudsman and Registered Organisations Commission Entity Annual Report 2021-22,0.11,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
12527,2023-08-03,substantive,Bedtime reading: Inquiry into sleep health awareness in Australia,11436,2022-07-27,"Standing Committee on Health, Aged Care and Sport—Report on the inquiry into the quality of care in residential aged care facilities in Australia—Report, October 2018—Document presented by Ms Wells, 27 July 2022",0.07,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
12528,2023-11-30,substantive,The New Frontier: Delivering better health for all Australians: Inquiry into approval processes for new drugs and novel medical technologies in Australia,2908,2023-07-27,Environment Protection (Sea Dumping) Amendment (Using New Technologies to Fight Climate Change) Bill 2023 [Provisions] [July 2023],0.15,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
12529,2023-10-18,substantive,Walking the allergy tightrope: Addressing the rise of allergies and anaphylaxis in Australia,2152,2023-05-25,"Ending the postcode lottery: Addressing barriers to sexual, maternity and reproductive healthcare in Australia [May 2023]",0.11,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
12530,2022-12-01,substantive,The Now Frontier: Developing Australia's space industry,,,,0.00,no candidate,the search returns no committee document tabled before the response
12533,2023-06-22,substantive,Government procurement: A sovereign security imperative,2454,2023-06-13,Advisory Report on the Australian Security Intelligence Organisation Amendment Bill 2023 [June 2023],0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
12658,2023-03-30,substantive,Social Media and Online Safety,73,2022-07-27,Social Media (Anti-Trolling) Bill 2022 [Provisions] [Additional information],0.29,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
12659,2023-03-30,substantive,"Inquiry into family, domestic and sexual violence",210,2022-09-01,Fair Work Amendment (Paid Family and Domestic Violence Leave) Bill 2022 [Provisions],0.38,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
13782,2025-12-04,proforma_closure,Inquiry into the Bankruptcy Amendment (Enterprise Incentives) Bill 2017,9134,2025-01-30,Treasury Laws Amendment (Tax Incentives and Integrity) Bill 2024 [Provisions],0.25,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
13947,2025-11-25,proforma_closure,Surveillance Legislation Amendment (Identify and Disrupt) Bill 2020,60,2022-07-27,Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020,0.12,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
13990,2025-11-26,partial_proforma,Telecommunications Legislation Amendment (International Production Orders) Bill 2020,13171,2025-10-28,Advisory report on the Telecommunications and Other Legislation Amendment Bill 2025,0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
13993,2025-11-26,proforma_closure,Review of the amendments made by the Telecommunications and Other Legislation Amendment (Assistance and Access) Act 2018,116,2022-08-03,"2021-22 Review of the Legislation Act 2003—Report, June 2022",0.14,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
14164,2026-02-03,proforma_closure,Impact of New and Emerging Information and Communication Technology,12266,2025-08-27,Impact and mitigation of aircraft noise [Additional information],0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
14956,2026-03-04,proforma_closure,"COVID-19, Criminal Activity and Law Enforcement",4341,2023-11-29,Law enforcement capabilities in relation to child exploitation,0.33,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
14957,2026-03-04,proforma_closure,Inquiry into Financial Related Crime,8169,2024-11-19,Report 506: Inquiry into Commonwealth financial statements 2022-23,0.20,not in the register,nothing close; the report predates the Tabled Documents register or is not in it
15314,2026-03-04,proforma_closure,Sale and Use of Marijuana and Associated Products (term of refence c),,,,0.00,no candidate,the search returns no committee document tabled before the response
