source,source_id,label,recommended_by,document_has_other_authors,recommendation,government_words,response_classification,committee,department,document_title,tabled,chamber,url
response,5814,8,,yes,"The Committee recommends the Australian Government use the Emergency Response Fund to increase investment in mitigation and resilience measures, in line with the recommendations of the Productivity Commission’s 2014 report into Natural Disaster Funding","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,9,,yes,The Committee recommends the National Recovery and Resilience Agency re-instate monthly funding reporting for the National Bushfire Recovery Fund (NBRF),"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,10,,yes,The Committee recommends that the National Recovery and Resilience Agency establishes monthly reporting requirements for government and non-government entities receiving funding from the National Bushfire Recovery Fund,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,11,,yes,"The Committee recommends that the National Recovery and Resilience Agency consider appointing additional members to their advisory board with specific expertise in response, recovery and resilience in bushfire affected areas","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,12,,yes,"The Committee recommends the Australian Government and the National Recovery and Resilience Agency work to develop a central, secure portal and reporting framework for organisations operating in natural disaster affected areas to upload information to, in order to streamline the recovery process and reduce re-traumatisation of natural disaster victims and survivors","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,13,,yes,"The Committee recommends the Australian Government apply the Disaster Resilience Star Rating (DRSR) model when assessing and funding government adaptation and resilience projects, in order to implement efficient and effective public mitigation investment. In applying the DRSR model, the Government should liaise with the Bushfire 4 Building Council of Australia to determine appropriate funding models and identify suitable investment projects","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,14,,yes,"The Committee recommends that the Treasurer direct the Australian Competition and Consumer Commission (ACCC) to conduct an inquiry into the supply of the relevant range of general building and business insurance products to consumers in bushfire prone regions of Australia, with terms of reference that cover the following matters: • pricing and availability of insurance to consumers in bushfire prone regions; • key cost components of insurance pricing in bushfire prone regions and how they have changed over time, particularly catastrophe risk; • terms and conditions on which insurance is supplied in bushfire prone regions; • competitiveness of markets for insurance in bushfire prone regions; • the existence and extent of any barriers to entry, expansion and/or exit in the supply of insurance in bushfire prone regions; • any impediments to consumer choice, including transaction costs, a lack of transparent information, or other factors; • identifying any regulatory issues, or market participant behaviour or practices that may not be supporting the development of competitive markets for insurance in bushfire prone regions; • the profitability of insurers through time and the extent to which profits are, or are expected to be, commensurate with risk, particularly having regard to the material financial risks posed by climate change; and • potential policy innovations that would stimulate the creation of a market relationship between expenditure on resilience and mitigation measures by households and firms, and insurers’ pricing of bushfire risk for those households and firms that undertake resilience and mitigation expenditure","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,15,,yes,"The Committee recommends that the National Cabinet agree to establish a working group to undertake a review into each jurisdiction’s legislative framework and processes for: • hazard reduction; • vegetation management; and 5 • land use management strategies, including Indigenous land use management practices; with a view to developing a national position and strategy on hazard reduction and land use management, in urban, regional and rural settings. The review would consider the impact of climate change on fuel loads and other bushfire hazards. The Committee recommends that the working group draw on the expertise of subject matter specialists, including (but not limited to) tertiary researchers, wildlife and environmental managers, climate change experts, peak bodies (such as the CSIRO and the Bushfire and Natural Hazards Cooperative Research Centre), and First Nations communities with regard to land use management practices and cultural burning","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5814,16,,yes,"The Committee recommends that the Australian Government consider a targeted research and investment program into new fire early detection and suppression technology, in partnership with Natural Hazards Research Australia","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate. Additional Comments - Australian Greens",proforma_closure,Senate Finance and Public Administration References Committee Final,,Australian Government response to the Senate Finance and Public Administration References Committee Final Report: Lessons to be learned in relation to the Australian bushfire season 2019-20 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5814
response,5815,2,,,The committee recommends that the Department of Home Affairs table the whole- of-government review report on the performance of the Multicultural Access and Equity Policy for the period 2016-18 as soon as possible,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,3,,,The committee recommends that government departments running grant processes ensure that they: • do not inadvertently disadvantage or exclude smaller and new and emerging community organisations; • have sufficient flexibility to meet the specific needs of communities; • use clear language and make generic advice on common issues and questions available in languages other than English; and • provide constructive feedback on unsuccessful applications submitted by community organisations,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,4,,,"The committee recommends that the Department of Home Affairs, in consultation with the Department of Social Services, review support available to community organisations wishing to apply for government grants to assist with capacity building to ensure it is appropriately targeted and publicised. This may include translating some resources and publishing some training online so it is more accessible","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,5,,,The committee recommends that the government consider increasing awareness of the National Security Hotline as a means of reporting foreign interference by way of a multilingual media or information campaign and promoting awareness through peak groups,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,6,,,"The committee recommends that the government bring forward Magnitskystyle legislation having regard to the recommendations of the Joint Standing Committee on Foreign Affairs, Defence and Trade on the use of targeted sanctions to address gross human rights abuses","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,7,,,The committee recommends that the government consider the appropriateness of resourcing the Race Discrimination Commissioner at the Australian Human Rights Commission to reinvigorate the existing National Anti-Racism Strategy and Campaign in the immediate term,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,8,,,The committee recommends that the government consider resourcing the development of a new and comprehensive national anti-racism framework,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,9,,,"The committee recommends that the development of the new national anti-racism framework include a comprehensive consultation process, with a focus on diaspora communities","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,10,,,"The committee recommends that any evaluation of the effectiveness of the Fourth National Action Plan, as well as any policy developed in this area in future, retains a focus on supporting CALD communities","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,11,,,The committee recommends that the government clarify how it intends to respond to the identified need for some individuals to be able to access settlement services beyond their first five years in Australia,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,12,,,"The committee recommends that the government, in consultation with stakeholder and representative bodies, explore options to improve knowledge and understanding of diaspora communities within the public service and across the broader Australian population","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,13,,,"The committee recommends that the government explore opportunities for closer collaboration with public libraries in the provision of services to diaspora communities, including consideration of how to better articulate and disseminate positive narratives about diaspora contributions in their local communities","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,14,,,The committee recommends that the government consider establishing a single point of contact for Australia's diaspora communities,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,15,,,"In the context of better leveraging the unique expertise in Australia's diaspora communities, the committee recommends that the Department of Foreign Affairs and Trade develop an internal policy on diaspora community consultation, to make such consultation a systematic element in its policy development processes","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,16,,,"Acknowledging the value of diaspora-led development and humanitarianism, the committee recommends that the government support, 127 where appropriate, the attendance and participation of active Australian-based diaspora organisations in intergovernmental dialogue and debate on relevant topics","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,17,,,"The committee recommends the government review its approach to communication with diaspora communities to ensure that essential information is being effectively disseminated, including through engaging with diaspora community organisations in the development and dissemination of information","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5815,18,,,"The committee recommends that the Department of Home Affairs develop guidance for communications tailored to diaspora groups for dissemination across government. The guidance should cover language, cultural sensitivity and consideration of modes of delivery","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,"Senate Foreign Affairs, Defence and Trade References Committee",,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Issues facing diaspora communities in Australia [April 2024]",2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5815
response,5818,2,The Australian Greens recommend,yes,The Australian Greens recommend that the Senate reject the Bill,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government response to the Senate Legal and Constitutional Affairs Legislation Committee report: Migration Amendment (Strengthening the Character Test) Bill 2021 [Provisions] [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5818
response,5821,2,Labor Senators recommend,yes,"Labor Senators recommend that the bill is sent to the Parliamentary Joint Committee on Intelligence and Security (PJCIS) for further inquiry. • The committee has a fundamental role in being briefed on citizenship issues with national security implications. • As recently as 2019, the PJCIS reviewed the Australian Citizenship Amendment (Citizenship Cessation) Bill and conducted a review of the Australian Citizenship renunciation by conduct and cessation provisions. • The PJCIS also receives regular briefings on citizenship cancellations. • It is important that this bill is subject to a lengthier and more thorough inquiry process. Given the PJCIS's lengthy experience in reviewing citizenship matters it would be well-placed to examine this bill","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government response to the Senate Legal and Constitutional Affairs Legislation Committee report: Migration and Citizenship Legislation Amendment (Strengthening Information Provisions) Bill 2020 [Provisions] [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5821
response,5821,3,Labor Senators recommend,yes,"Given the inadequate timeframe, Labor Senators recommend the bill also undergo detailed stakeholder consultation in line with the Department of Prime Minister and Cabinet's Best Practice Consultation guidelines, ensuring a genuine consultation process that considers the real-world impact of the bill. • In particular, Labor Senators encourage further consultation on matters raised by the Law Council of Australia noting the committee did not have time to consider these submissions sufficiently. • The government must allow for far more realistic reporting timelines for inquiries, that treat submitters and witnesses with due respect","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government response to the Senate Legal and Constitutional Affairs Legislation Committee report: Migration and Citizenship Legislation Amendment (Strengthening Information Provisions) Bill 2020 [Provisions] [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5821
response,5829,2,,yes,"The committee recommends that, if the Bill is enacted, the Government should review its operation three years after it passes into law","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government response to the Senate Legal and Constitutional Affairs Legislation Committee - report: Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 [Provisions] [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5829
response,5829,3,,yes,"The committee recommends that, subject to the above recommendations, the Bill be passed","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate. Dissenting Report: The Australian Greens",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government response to the Senate Legal and Constitutional Affairs Legislation Committee - report: Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 [Provisions] [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5829
response,5829,4,The Australian Greens recommend,yes,The Australian Greens recommend that the Government immediately begin processing claims under the current Refugee Status Determination System and make available Permanent Protection Visas to people found to be owed protection,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government response to the Senate Legal and Constitutional Affairs Legislation Committee - report: Migration and Maritime Powers Legislation Amendment (Resolving the Asylum Legacy Caseload) Bill 2014 [Provisions] [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5829
response,5830,2,,yes,The committee recommends that the Senate takes note of this report,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate. Additional comments from the Australian Labor Party",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government Response to the Senate Legal and Constitutional Affairs Legislation Committee report: National Emergency Declaration Act 2020 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5830
response,5830,3,The Greens recommend,yes,The Greens recommend that the number of extensions of a national emergency declaration be restricted,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government Response to the Senate Legal and Constitutional Affairs Legislation Committee report: National Emergency Declaration Act 2020 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5830
response,5830,4,The Greens recommend,yes,"The Greens recommend that the government reconsider section 15 of the Act, or modify it to require stronger preconditions for the exercise of the determinations and expand the list of legislation that cannot be modified","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs Legislation Committee,,Australian Government Response to the Senate Legal and Constitutional Affairs Legislation Committee report: National Emergency Declaration Act 2020 [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5830
response,5833,2,,yes,"The committee recommends that the Australian Government increase the Temporary Skilled Migration Income Threshold (TSMIT) to a minimum of at least $62,000, and mandate that the rate of the TSMIT be indexed annually in line with the average full-time wage","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,3,,yes,"The committee recommends that the Department of Home Affairs review and update its policies regarding health assessments of temporary visa holders, to ensure that visa applications will not be rejected on health grounds in cases where there is no possibility of health and social services costs accruing to the Commonwealth or state and territory governments","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,4,,yes,"The committee recommends that the Australian Government publish, in future updates to the skilled migration occupation lists, its reasons for including new occupations, moving occupations between the different lists, or removing occupations altogether that were included in previous iterations of the lists","The Government notes this recommendation. In the 2022-2023 budget, Government funded the ABS to work with a range of stakeholders to update the ANZSCO Framework. This update is scheduled for release in December 2024, in time to support its use by the 2026 Census of Population and Housing. A program of rolling maintenance of the ANZSCO Framework will commence in early 2025",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,5,,yes,The committee recommends that the Australian Bureau of Statistics prioritise its review of the ANZSCO framework,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,6,,yes,The committee recommends that the current skills assessment regime for the skilled visa system be strengthened by: • ensuring all testing is performed by an appropriate industry body and not by immigration officials; • guaranteeing that workers who currently require an occupational license must successfully complete a skills and technical assessment undertaken by a Registered Training Organisation approved by Trades Recognition Australia before being granted a visa; • introducing a risk based approach to assess and verify that workers are appropriately skilled for occupations that do not require an occupational licence; and • introducing a minimum sampling rate of visas issued in order to verify that migrant workers are actually performing the work the employer has sponsored them to perform,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,7,,yes,The committee recommends that the Australian Government consider the establishment of a new independent tripartite authority to provide advice and recommendations to government on skilled migration issues,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,8,,yes,The committee recommends that the Australian Government introduce more stringent evidentiary requirements for labour market testing to ensure that the intent of labour market testing arrangements is achieved and Australian employment opportunities are protected,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,9,,yes,The committee recommends that the Australian Government resolve not to enter into any future free trade agreements that would involve labour market testing waivers,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,10,,yes,"The committee recommends that the Australian Government undertake a review of the use and effectiveness of labour agreements under Australia's skilled migration program, and implement any necessary changes to ensure that: • labour agreements are only entered into where there is publicly demonstrated evidence of a genuine skills shortage that cannot be addressed by the Australian workforce; • all relevant stakeholders are genuinely consulted during the process of finalising labour agreements and provided with appropriate feedback in relation to concerns raised; and • the Department of Home Affairs' reasons for entering into a labour agreement (or a renewal of any labour agreement) are made publicly available","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,11,,yes,"The committee recommends that the Australian Government guarantee adequate, additional funding if the income from Skilling Australians Fund levies does not meet the needs of industry and the vocational education sector to provide high-quality training to apprentices and trainees","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,12,,yes,The committee recommends that the Australian Government commit to increasing overall funding levels for TAFE and vocational education and support a comprehensive and thorough commission of inquiry into Australia's post-secondary education system,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,13,,yes,"The committee recommends that the Australian Government consider ways in which to encourage better information sharing between industry, vocational education and training providers, and potential students in order to encourage student uptake and local employment in industries experiencing skills shortages","The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
response,5833,14,,yes,The committee recommends that the Department of Education and Training be required to present a report to Parliament bi-annually on the progress of the National Partnership Agreement on the Skilling Australians Fund and the extent to which it is achieving the outcome of addressing skills shortages in the Australian labour market,"The Government notes this recommendation. However, given the passage of time since the report was tabled, a substantive Government response is no longer appropriate",proforma_closure,Senate Legal and Constitutional Affairs References Committee,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Effectiveness of the current temporary skilled visa system in targeting genuine skills shortages [April 2024],2024-05-09,senate,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5833
